,z,dl_planck,erro_planck
691,0.03001,132.02616244771548,0.3229375592924149
692,0.01506,64.54461282459219,0.40168596947281127
693,0.0153,66.08455958120283,0.381308091399814
694,0.04713,208.72765790584893,0.3110792460634956
695,0.03411,154.5254439538414,0.31038847053559737
696,0.0152,62.0997711903175,0.4225243645644074
697,0.01504,66.9622441457652,0.38936713922529315
698,0.02763,135.80319888453437,0.3175264843238789
699,0.03359,160.21751814540093,0.2903559802265492
700,0.01447,65.18685070607894,0.4272446640050452
701,0.02547,114.59086559324929,0.3320327704097414
702,0.01082,48.72142701733663,0.4707635222626327
703,0.01741,80.53784411990668,0.39097894879038897
704,0.02031,88.5380596510032,0.3575914649419753
705,0.04819,235.98260990413442,0.326391436931906
706,0.02223,92.12128769195778,0.35010806338974465
707,0.02811,142.98813444813723,0.3335294507201876
708,0.05458,237.91400068041503,0.2804548643266748
709,0.05721,255.2054825219713,0.2979545110334295
710,0.02091,91.03114387430996,0.36104534258146637
711,0.01454,76.74851833889564,0.42735979325969486
712,0.0431,191.13930388160796,0.2920829190462947
713,0.03273,145.49899716239236,0.32351320556566343
714,0.03399,143.30785644241712,0.30175377643686974
715,0.01382,60.48810793359703,0.4003044184170148
716,0.05092,234.4606690815,0.3278881172423521
717,0.01752,78.91507979681306,0.3833804179835086
718,0.02482,103.75045261184147,0.356555301650128
719,0.0288,127.1539921749494,0.35931840376172086
720,0.01568,68.83035349749358,0.3971959285414729
721,0.02197,91.09404768447992,0.3767029212138259
722,0.03426,151.36309521125384,0.3229375592924149
723,0.01698,66.06021761395127,0.40479445934835323
724,0.02752,135.89078267315102,0.35482836283038244
725,0.03438,161.2204021027631,0.3247796273668102
726,0.01318,62.69169326058092,0.4440535351839017
727,0.01726,73.98096637840084,0.39397230941128125
728,0.01209,48.06400985108202,0.48676648865894123
729,0.05418,224.05776524542276,0.30820101469725303
730,0.0197,94.8221940385186,0.40939962953434134
731,0.01662,64.89929812441008,0.3846468397846553
732,0.02398,112.4035428533374,0.3574763356873256
733,0.03144,141.18546872738173,0.32408885183891195
734,0.01291,52.97366246557022,0.4411753038176592
735,0.03827,192.94343230559056,0.3225921715284658
736,0.01532,75.11384610097674,0.4237907863655541
737,0.02643,117.4005144506261,0.3741700776115324
738,0.0202,77.72665892701218,0.395238731212428
739,0.0373,177.7951869034633,0.3109641168088459
740,0.02348,104.35902188972631,0.3659959005314036
741,0.01635,72.88195269714706,0.395584118976377
742,0.02275,98.39204791625669,0.3597789207803197
743,0.23027,1226.7611105610151,0.3832652887288589
744,0.38164,2462.3512253641884,0.37037081220809226
745,0.2534,1271.4228139878303,0.3049773955670613
746,0.15269,747.1881919775642,0.31280618488324113
747,0.43673,2851.6091528217953,0.37267339730108634
748,0.10242,520.8707861107387,0.29404011637533967
749,0.37164,2048.754875090043,0.2911618850090971
750,0.46664,2769.746358129131,0.31418773593903754
751,0.19602,968.8800198063598,0.29703347699623195
752,0.31156,1715.299653952983,0.2953065381764864
753,0.0322,151.4955932040344,0.34285492034681336
754,0.10989,555.2518318264584,0.32431911034821137
755,0.22562,1073.0006869316608,0.3321478996643911
756,0.26051,1353.7235993551415,0.32846376351560064
757,0.22556,1144.405667716574,0.3288091512795498
758,0.44758,2545.7162805382154,0.39696567003217353
759,0.44007,2863.584480189179,0.4357642288491232
760,0.33742,1714.3125322434062,0.38234425469166133
761,0.52851,2847.3443978331934,0.37566675792197857
762,0.57613,3413.3435355947713,0.3802719281079667
763,0.38775,2311.1067180675564,0.41181734388198504
764,0.36001,1868.5727022370033,0.35344681177458603
765,0.34701,1754.8499998829175,0.36944977817089464
766,0.43927,2507.4368263946217,0.34999293413509497
767,0.34923,1809.255910253822,0.31257592637394177
768,0.43015,2482.4470850444777,0.334911001775984
769,0.50818,2766.0498325604535,0.3715221047545893
770,0.28845,1522.3692389604664,0.33525638953993303
771,0.17281,963.939994928967,0.3472298320235021
772,0.31774,1793.6594913993652,0.39627489450427533
773,0.27509,1539.6783392311013,0.364268961711658
774,0.10293,464.3120983398795,0.32984531457139704
775,0.20584,992.6130942961868,0.40905424177039224
776,0.2646,1364.5202966601096,0.36588077127675384
777,0.23466,1145.1964682471992,0.4954011827576689
778,0.21434,1078.474795807817,0.44543508623969813
779,0.42784,3111.9312942798338,0.43898784797931484
780,0.40214,2171.300838111898,0.3891368807159937
781,0.32218,1568.7364947474716,0.36898926115229586
782,0.45173,2695.814469420684,0.33306893370158874
783,0.16139,795.6645335905483,0.32270730078311555
784,0.35161,1985.7748224761635,0.31269105562859145
