,z,dl_ries,erro_ries
703,0.01741,73.45138681571143,0.4370306506502699
704,0.02031,80.74767009725518,0.40364316680185625
705,0.04819,215.2186981320676,0.3724431387917869
706,0.02223,84.0156129104898,0.3961597652496256
707,0.02811,130.40672851598114,0.37958115258006847
708,0.05458,216.98014745506822,0.3265065661865557
709,0.05721,232.75016632309345,0.34400621289331046
710,0.02091,83.02138993233817,0.40709704444134737
711,0.01454,69.99548062957857,0.47341149511957586
712,0.0431,174.3211169669692,0.3381346209061757
713,0.03273,132.69666252751645,0.3695649074255444
714,0.03399,130.69831844034493,0.3478054782967506
715,0.01382,55.1658100875708,0.4463561202768958
716,0.05092,213.83067160496742,0.373939819102233
717,0.01752,71.97140816333022,0.4294321198433896
718,0.02482,94.6215373700812,0.40260700351000894
719,0.0288,115.9658191309306,0.4053701056216018
720,0.01568,62.774028466412986,0.44324763040135384
721,0.02197,83.07875888904996,0.42275462307370687
722,0.03426,138.04478351112436,0.36898926115229586
723,0.01698,60.24763451413387,0.4508461612082342
724,0.02752,123.93386676647222,0.4008800646902634
725,0.03438,147.03475424303855,0.3708313292266911
726,0.01318,57.175503791225744,0.49010523704378267
727,0.01726,67.47144324312681,0.4400240112711622
728,0.01209,43.834897967095955,0.5328181905188222
729,0.05418,204.34311054568718,0.354252716557134
730,0.0197,86.47886877463846,0.4554513313942223
731,0.01662,59.18886335605259,0.43069854164453625
732,0.02398,102.51324946424998,0.40352803754720656
733,0.03144,128.76267783891723,0.3701405536987929
734,0.01291,48.312554368981274,0.4872270056775401
735,0.03827,175.96650164523214,0.36864387338834675
736,0.01532,68.50464182980257,0.46984248822543506
737,0.02643,107.07054172493133,0.42022177947141337
738,0.0202,70.88755544835503,0.4412904330723089
739,0.0373,162.1511376412681,0.3570158186687268
740,0.02348,95.17655914801124,0.4120476023912845
741,0.01635,66.46913085322292,0.441635820836258
